sentiment,review
1,K8 is great. Thanks
1,Good
1,"Good battery backup ,camera was excellent.selfe is breleyant.overall good phone. Storage capacity excellent.ram good."
0,Wrost money
1,Good
1,My phone . Nice phone . Heating but good . Camera nice .
1,Good for the price but still as it is Lenovo no software update provided
0,Not happy with this product had some coler dots on screen
1,"Best in class, Special camera's and Selfie camera is awesome"
1,EXCELLENT MOBILE I ENJOYED VERY MUCH
1,Awesome phone in range of 15000Awesome cameraBrilliant battery backupFast chargingSmooth touchEverything is very good
1,Great device with awesome performance...
1,On time delivered good product
1,Good product at good price...
0,"Camera video mode time picture is automatically friction problem, but overall mobile is good."
1,Very nice phone.... Go for itEkdum Jhakas... Product...Very smooth functioning smart phone.....
0,I used this mobile around 8 months. Now I am facing few issues like battery...
0,Back camera is not capturing the photos kindly help
1,Very good and of smart category phone at low price...
1,Best Budget MobileHigh quality cameraGood performanceHigh graphicsStylish designBig battery performance
1,Good
0,Very good product. .But did not get ear phone though the same is covered under warranty.
0,K8note Network failed camera not good lenovo k6 note in very best
0,Worst Mobile. Slows down in 3 months with very few app installed.
1,Nice product one should buy it
1,Good
0,Heating issue
0,One of the dual speakers is not working
0,Bad phone... Very bad.. i would not recommend u to buy this sh*t.... Battry drains out very quickly.. turbo charger do not work sometimes.. depth sensor is very bad.. worst ram management... Major lags sometimes... Build quality is good but everything else is bad in this phone... 1 bought it for 13000 ..thr 3gb model.. the day i recieved this phone... The price falls and now it 12000.. i m very dissapointed ... And they didnt replaced my phone.. when i was trying to replace it... Because the phone is very bad
0,Poor battery n jio not working
1,sir yeh phone chori ho gaya kaise track kare
0,WiFi issue and battery problem
1,Awesome no problems
0,Over heating issue. Within half day battery fully drained. Software is good but very very poor battery backup and charging is also happen 5 hours to fulfill. I return the mobile within one day
0,Just don't buy it. The screen broke just falling from the bed. Is this what u call gorilla glass.The system is giving problem too... Taking too much time to charge within a year... Phone gets hanged too. Lenovo is not for mobile i guess....
1,Until I haven't faced any problem.One star less for the first time from when I bought the battery went down drastically within 2-3 minutes from 19- switched off.But I haven't faced same problem again I thought it was due to lack of charging cycle's in substantial time frame.Overall mobile is really good. I'm loving it.😉
0,"Not like good, speaker is not good. Hanging issues.dolby issue their are many problem."
0,Ear piece is not in the box
1,Nice experience 😎
1,Nice product
0,Nice mobile but not good camera
1,Its right choose good phone
1,No handsfree and have to carry small pin to take out sim and memory card....otherwise nice features including processor although it is not snapdragon and is mediatek x22 and good camera...
1,"Excellent phone in this price, Amazing front camera, Good battery backup."
1,Fine
1,superb i love my mobile
0,elegant looks but lacks in performancefrequently heats up while playing videos surfingI also found some minor issues in Volte network signals and wifi do not get connected automatically but it takes 10-15 seconds to connect manually i found this irritating and it doesn't supports screen mirroring i tried to mirror on amazon fire stick but phones doesn't connectthing i like in this phone -stock android that's itbetter buy redmi note 4 in this price range
1,"After zooming in the picture captured by the back camera , image quality is not satisfied but if not zoomed then it's ok , otherwise great mobile in this price range so great buy"
1,Overall good
1,Good phone good camera battery poor
0,Design is not good
0,very good configuration but very bad UI that doesn't look like a branded one.
0,"As many of users have written, heating problem is real especially when connected for charging."
1,Awesome. Thanks for the timely delivery.
1,Very good product. It fulfill my all expectations.
1,Very good nice phone.I really like it.
1,Awesome features in budget priceProsStock AndroidMetal bodyKiller processerKiller looksConsDepth effect slightly must improveHeats up on heavy usageBacklight not there
0,Plz no china product
0,Battery charging method is worth and Dual speaker also not given
1,More than expected
1,"Worth the amount paid. Battery is a little concern otherwise best value for money. Excellent buyback value, pricing & delivery service by Amazon."
0,Poor
0,Very poor camera. And it become very much heated some time screen is not glowing...... Don't buy this phone........
1,Great product. My second Lenovo.
1,Heating is a problem with this model. But not very much.
1,Good
0,Everything is good but m not able to choose my own ringtone.
0,Apart from heating problem rest all is very nice
1,Ok build quality.........
0,"Product received without turbo charger.It was mentioned 2 PCs of charger and USB wire received only handset USB wire, and normal charger , turbo charger is missing."
0,My K8 note automatically switched off and hanging problem since last Saturday. plz send the service provider contact number.
0,"Lenovo k8 note doesn't support Dual 4g+4g. When i switched my data to other SIM,it changed to 2g/3g. But the mobile was advertised as Dual 4g."
